year,unitid,instnm,carnegie,stabbr,addr,city,control,lat,lon,total
2009,206437,walsh university,21,oh,2020 east maple st,north canton,2,40.875008,-81.368333,88
2010,206437,walsh university,21,oh,2020 east maple st,north canton,2,40.874999,-81.368337,114
2011,206437,walsh university,21,oh,2020 east maple st,north canton,2,40.873295,-81.36911,97
2012,206437,walsh university,21,oh,2020 east maple st,north canton,2,40.873295,-81.36911,91
2013,206437,walsh university,21,oh,2020 east maple st,north canton,2,40.873295,-81.36911,108
2014,206437,walsh university,21,oh,2020 east maple st,north canton,2,40.873295,-81.36911,99
2015,206437,walsh university,21,oh,2020 east maple st,north canton,2,40.873295,-81.36911,105
2016,206437,walsh university,21,oh,2020 east maple st,north canton,2,40.873295,-81.36911,97
2017,206437,walsh university,21,oh,2020 east maple st,north canton,2,40.873908,-81.369931,83
2018,206437,walsh university,21,oh,2020 east maple st,north canton,2,40.873908,-81.369931,84
2019,206437,walsh university,21,oh,2020 east maple st,north canton,2,40.873908,-81.369931,77
2020,206437,walsh university,21,oh,2020 east maple st,north canton,2,40.873908,-81.369931,87
2021,206437,walsh university,21,oh,2020 east maple st,north canton,2,40.873908,-81.369931,63
2022,206437,walsh university,21,oh,2020 east maple st,north canton,2,40.873908,-81.369931,71
2023,206437,walsh university,21,oh,2020 east maple st,north canton,2,40.873908,-81.369931,64
2017,206525,wittenberg university,31,oh,ward st at n wittenberg ave,springfield,2,39.934029,-83.815445,3
2018,206525,wittenberg university,31,oh,ward st at n wittenberg ave,springfield,2,39.934029,-83.815445,5
2019,206525,wittenberg university,31,oh,ward st at n wittenberg ave,springfield,2,39.934029,-83.815445,9
2020,206525,wittenberg university,31,oh,ward st at n wittenberg ave,springfield,2,39.934029,-83.815445,9
2021,206525,wittenberg university,31,oh,ward st at n wittenberg ave,springfield,2,39.934029,-83.815445,9
2022,206525,wittenberg university,31,oh,ward st at n wittenberg ave,springfield,2,39.934029,-83.815445,21
2023,206525,wittenberg university,31,oh,ward st at n wittenberg ave,springfield,2,39.934029,-83.815445,16
2002,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.776467,-84.068833,116
2003,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.776467,-84.068833,109
2004,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.776467,-84.068833,144
2005,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.776467,-84.068833,172
2006,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.776467,-84.068833,210
2007,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.776467,-84.068833,219
2008,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.776467,-84.068833,258
2009,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.776467,-84.068833,232
2010,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.78153,-84.06404,246
2011,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.780634,-84.064881,236
2012,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.780634,-84.064881,298
2013,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.780634,-84.064881,261
2014,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.780634,-84.064881,224
2015,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.780634,-84.064881,199
2016,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.780634,-84.064881,140
2017,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.780634,-84.064881,177
2018,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.780634,-84.064881,199
2019,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.780634,-84.064881,155
2020,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.780634,-84.064881,216
2021,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.780634,-84.064881,150
2022,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.780634,-84.064881,173
2023,206604,wright state university-main campus,16,oh,3640 colonel glenn highway,dayton,1,39.780634,-84.064881,141
2002,206613,wright state university-lake campus,40,oh,7600 st. rt. 703,celina,1,40.550972,-84.475938,0
2003,206613,wright state university-lake campus,40,oh,7600 st. rt. 703,celina,1,40.550972,-84.475938,0
2004,206613,wright state university-lake campus,40,oh,7600 st. rt. 703,celina,1,40.550972,-84.475938,0
2005,206613,wright state university-lake campus,40,oh,7600 st. rt. 703,celina,1,40.550972,-84.475938,0
2006,206613,wright state university-lake campus,40,oh,7600 st. rt. 703,celina,1,40.550972,-84.475938,0
2007,206613,wright state university-lake campus,40,oh,7600 st. rt. 703,celina,1,40.550972,-84.475938,0
2008,206613,wright state university-lake campus,40,oh,7600 st. rt. 703,celina,1,40.550972,-84.475938,0
2009,206613,wright state university-lake campus,40,oh,7600 st. rt. 703,celina,1,40.550972,-84.475938,0
2010,206613,wright state university-lake campus,40,oh,7600 st. rt. 703,celina,1,40.54967,-84.50879,4
2011,206613,wright state university-lake campus,40,oh,7600 st. rt. 703,celina,1,40.547528,-84.509383,5
2012,206613,wright state university-lake campus,40,oh,7600 st. rt. 703,celina,1,40.547528,-84.509383,11
2013,206613,wright state university-lake campus,40,oh,7600 st. rt. 703,celina,1,40.547528,-84.509383,9
2014,206613,wright state university-lake campus,40,oh,7600 st. rt. 703,celina,1,40.547528,-84.509383,5
2015,206613,wright state university-lake campus,40,oh,7600 st. rt. 703,celina,1,40.547528,-84.509383,0
2016,206613,wright state university-lake campus,40,oh,7600 st. rt. 703,celina,1,40.547528,-84.509383,2
2017,206613,wright state university-lake campus,40,oh,7600 lake campus dr,celina,1,40.546074,-84.509194,1
2018,206613,wright state university-lake campus,40,oh,7600 lake campus dr,celina,1,40.546074,-84.509194,0
2019,206613,wright state university-lake campus,40,oh,7600 lake campus dr,celina,1,40.546074,-84.509194,14
2020,206613,wright state university-lake campus,40,oh,7600 lake campus dr,celina,1,40.546074,-84.509194,21
2021,206613,wright state university-lake campus,40,oh,7600 lake campus dr,celina,1,40.546074,-84.509194,24
2022,206613,wright state university-lake campus,40,oh,7600 lake campus dr,celina,1,40.546074,-84.509194,23
2023,206613,wright state university-lake campus,40,oh,7600 lake campus dr,celina,1,40.546074,-84.509194,22
2005,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.147743,-84.476975,1
2006,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.147743,-84.476975,27
2007,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.147743,-84.476975,40
2008,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.147743,-84.476975,57
2009,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.147743,-84.476975,48
2010,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.148286,-84.477461,46
2011,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.149291,-84.477648,58
2012,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.149291,-84.477648,55
2013,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.149291,-84.477648,79
2014,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.149291,-84.477648,78
2015,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.149291,-84.477648,67
2016,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.149291,-84.477648,67
2017,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.149547,-84.47465,112
2018,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.149547,-84.47465,103
2019,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.149547,-84.47465,218
2020,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.149547,-84.47465,312
2021,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.149547,-84.47465,367
2022,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.149547,-84.47465,356
2023,206622,xavier university,21,oh,3800 victory pky,cincinnati,2,39.149547,-84.47465,341
2002,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.105812,-80.644822,30
2003,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.105812,-80.644822,44
2004,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.105812,-80.644822,49
2005,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.105812,-80.644822,66
2006,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.105812,-80.644822,74
2007,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.105812,-80.644822,88
2008,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.105812,-80.644822,102
2009,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.105812,-80.644822,93
2010,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.10591,-80.64484,87
2011,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.105583,-80.646515,74
2012,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.105583,-80.646515,83
2013,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.105583,-80.646515,71
2014,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.105583,-80.646515,101
2015,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.105583,-80.646515,101
2016,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.105583,-80.646515,108
2017,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.104928,-80.64659,96
2018,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.104928,-80.64659,123
2019,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.104928,-80.64659,115
2020,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.104928,-80.64659,115
2021,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.104928,-80.64659,122
2022,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.104928,-80.64659,151
2023,206695,youngstown state university,21,oh,one university plaza,youngstown,1,41.104928,-80.64659,155
2002,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.775582,-95.333787,0
2003,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.775582,-95.333787,0
2004,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.775582,-95.333787,3
2005,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.775582,-95.333787,2
2006,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.775582,-95.333787,3
2007,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.775582,-95.333787,3
2008,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.775582,-95.333787,8
2009,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.775582,-95.333787,7
2010,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.775621,-95.333776,6
2011,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.77707,-95.335337,11
2012,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.77707,-95.335337,5
2013,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.77707,-95.335337,8
2014,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.77707,-95.335337,4
2015,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.77707,-95.335337,13
2016,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.77707,-95.335337,8
2017,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.777082,-95.334046,1
2018,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.777082,-95.334046,4
2019,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.777082,-95.334046,1
2020,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.777082,-95.334046,1
2021,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.777082,-95.334046,0
2022,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.777082,-95.334046,0
2023,206817,bacone college,40,ok,2299 old bacone rd,muskogee,2,35.777082,-95.334046,0
2008,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717476,-95.953294,106
2009,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717476,-95.953294,113
2010,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717485,-95.953337,9
2011,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717752,-95.954124,9
2012,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717752,-95.954124,5
2013,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717752,-95.954124,8
2014,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717752,-95.954124,116
2015,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717752,-95.954124,184
2016,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717752,-95.954124,143
2017,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717453,-95.95671,117
2018,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717453,-95.95671,72
2019,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717453,-95.95671,65
2020,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717453,-95.95671,68
2021,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717453,-95.95671,54
2022,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717453,-95.95671,40
2023,206835,oklahoma wesleyan university,32,ok,2201 silver lake rd,bartlesville,2,36.717453,-95.95671,24
2002,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.511849,-97.630112,48
2003,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.511849,-97.630112,87
2004,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.511849,-97.630112,72
2005,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.511849,-97.630112,60
2006,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.511849,-97.630112,73
2007,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.511849,-97.630112,56
2008,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.511849,-97.630112,36
2009,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.511849,-97.630112,31
2010,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.511898,-97.630095,39
2011,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.513295,-97.629504,41
2012,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.513295,-97.629504,30
2013,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.513295,-97.629504,31
2014,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.513295,-97.629504,54
2015,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.513295,-97.629504,32
2016,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.513295,-97.629504,39
2017,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.513295,-97.629504,36
2018,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.513295,-97.629504,24
2019,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.513295,-97.629504,34
2020,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.513295,-97.629504,29
2021,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.513295,-97.629504,50
2022,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.513295,-97.629504,32
2023,206862,southern nazarene university,21,ok,6729 nw 39th expy,bethany,2,35.513295,-97.629504,19
2002,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.655892,-97.475022,63
2003,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.655892,-97.475022,58
2004,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.655892,-97.475022,70
2005,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.655892,-97.475022,76
2006,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.655892,-97.475022,68
2007,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.655892,-97.475022,87
2008,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.655892,-97.475022,83
2009,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.655892,-97.475022,112
2010,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.655897,-97.474961,99
2011,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.658239,-97.470985,119
2012,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.658239,-97.470985,117
2013,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.658239,-97.470985,113
2014,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.658239,-97.470985,122
2015,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.658239,-97.470985,108
2016,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.658239,-97.470985,114
2017,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.6552,-97.471508,105
2018,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.6552,-97.471508,106
2019,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.6552,-97.471508,112
2020,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.6552,-97.471508,127
2021,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.6552,-97.471508,124
2022,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.6552,-97.471508,155
2023,206941,university of central oklahoma,21,ok,100 n university dr,edmond,1,35.6552,-97.471508,158
2002,207041,east central university,21,ok,1100 e. 14,ada,1,34.771438640466,-96.663611250924,49
2003,207041,east central university,21,ok,1100 e. 14,ada,1,34.771438640466,-96.663611250924,40
2004,207041,east central university,21,ok,1100 e. 14,ada,1,34.771438640466,-96.663611250924,54
2005,207041,east central university,21,ok,1100 e. 14,ada,1,34.771438640466,-96.663611250924,51
2006,207041,east central university,21,ok,1100 e. 14,ada,1,34.771438640466,-96.663611250924,68
2007,207041,east central university,21,ok,1100 e. 14,ada,1,34.771438640466,-96.663611250924,67
2008,207041,east central university,21,ok,1100 e. 14,ada,1,34.771438640466,-96.663611250924,57
2009,207041,east central university,21,ok,1100 e. 14th st,ada,1,34.77137,-96.664231,64
2010,207041,east central university,21,ok,1100 e. 14th st,ada,1,34.771409,-96.664213,56
2011,207041,east central university,21,ok,1100 e. 14th st,ada,1,34.773805,-96.664196,70
2012,207041,east central university,21,ok,1100 e. 14th st,ada,1,34.773805,-96.664196,84
2013,207041,east central university,21,ok,1100 e. 14th st,ada,1,34.773805,-96.664196,91
2014,207041,east central university,21,ok,1100 e. 14th st,ada,1,34.773805,-96.664196,98
2015,207041,east central university,21,ok,1100 e. 14th st,ada,1,34.773805,-96.664196,97
2016,207041,east central university,21,ok,1100 e. 14th st,ada,1,34.773805,-96.664196,105
2017,207041,east central university,21,ok,1100 e. 14th st,ada,1,34.771934,-96.663849,98
2018,207041,east central university,21,ok,1100 e. 14th st,ada,1,34.771934,-96.663849,88
2019,207041,east central university,21,ok,1100 e. 14th st,ada,1,34.771934,-96.663849,72
2020,207041,east central university,21,ok,1100 e. 14th st,ada,1,34.771934,-96.663849,70
2021,207041,east central university,21,ok,1100 e. 14th st,ada,1,34.771934,-96.663849,67
2022,207041,east central university,21,ok,1100 e. 14th st,ada,1,34.771934,-96.663849,62
2023,207041,east central university,21,ok,1100 e. 14th st,ada,1,34.771934,-96.663849,79
2002,207209,langston university,32,ok,102 page hall,langston,1,35.944985,-97.25499,47
2003,207209,langston university,32,ok,102 page hall,langston,1,35.944985,-97.25499,36
2004,207209,langston university,32,ok,102 page hall,langston,1,35.944985,-97.25499,43
2005,207209,langston university,32,ok,102 page hall,langston,1,35.944985,-97.25499,43
2006,207209,langston university,32,ok,102 page hall,langston,1,35.944985,-97.25499,49
2007,207209,langston university,32,ok,102 page hall,langston,1,35.944985,-97.25499,63
2008,207209,langston university,32,ok,102 page hall,langston,1,35.944985,-97.25499,64
2009,207209,langston university,32,ok,102 page hall,langston,1,35.944985,-97.25499,73
2010,207209,langston university,32,ok,102 page hall,langston,1,35.94883,-97.25719,53
2011,207209,langston university,32,ok,102 page hall,langston,1,35.943953,-97.260263,51
2012,207209,langston university,32,ok,102 page hall,langston,1,35.943953,-97.260263,33
2013,207209,langston university,32,ok,102 page hall,langston,1,35.943953,-97.260263,56
2014,207209,langston university,32,ok,102 page hall,langston,1,35.943953,-97.260263,68
2015,207209,langston university,32,ok,102 page hall,langston,1,35.943953,-97.260263,73
2016,207209,langston university,32,ok,102 page hall,langston,1,35.943982,-97.260317,63
2017,207209,langston university,32,ok,102 page hall,langston,1,35.943982,-97.260317,39
2018,207209,langston university,32,ok,102 page hall,langston,1,35.943982,-97.260317,27
2019,207209,langston university,32,ok,102 page hall,langston,1,35.943982,-97.260317,28
2020,207209,langston university,32,ok,102 page hall,langston,1,35.943982,-97.260317,57
2021,207209,langston university,32,ok,102 page hall,langston,1,35.943982,-97.260317,48
2022,207209,langston university,32,ok,701 sammy davis jr. dr,langston,1,35.943982,-97.260317,43
2023,207209,langston university,32,ok,701 sammy davis jr. dr,langston,1,35.943982,-97.260317,44
2002,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.919564,-94.966782,11
2003,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.919564,-94.966782,16
2004,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.919564,-94.966782,24
2005,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.919564,-94.966782,26
2006,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.919564,-94.966782,37
2007,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.919564,-94.966782,21
2008,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.919564,-94.966782,28
2009,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.919564,-94.966782,23
2010,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.91957,-94.966736,36
2011,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.920499,-94.968528,44
2012,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.920499,-94.968528,38
2013,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.920499,-94.968528,42
2014,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.920499,-94.968528,47
2015,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.920499,-94.968528,43
2016,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.920499,-94.968528,34
2017,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.919939,-94.967229,62
2018,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.919939,-94.967229,49
2019,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.919939,-94.967229,85
2020,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.919939,-94.967229,134
2021,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.919939,-94.967229,123
2022,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.919939,-94.967229,73
2023,207263,northeastern state university,21,ok,600 n grand,tahlequah,1,35.919939,-94.967229,74
2002,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.797676,-98.668687,11
2003,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.797676,-98.668687,11
2004,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.797676,-98.668687,22
2005,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.797676,-98.668687,33
2006,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.797676,-98.668687,27
2007,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.797676,-98.668687,27
2008,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.797676,-98.668687,18
2009,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.797676,-98.668687,20
2010,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.797645,-98.668671,16
2011,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.796313,-98.667596,20
2012,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.796313,-98.667596,32
2013,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.796313,-98.667596,27
2014,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.796313,-98.667596,48
2015,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.796313,-98.667596,36
2016,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.796313,-98.667596,44
2017,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.796658,-98.667673,51
2018,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.796658,-98.667673,50
2019,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.796658,-98.667673,42
2020,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.796658,-98.667673,44
2021,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.796658,-98.667673,30
2022,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.796658,-98.667673,31
2023,207306,northwestern oklahoma state university,21,ok,709 oklahoma blvd,alva,1,36.796658,-98.667673,40
2008,207324,oklahoma christian university,32,ok,2501 e memorial rd,edmond,2,35.609086,-97.468403,17
2010,207324,oklahoma christian university,32,ok,2501 e memorial rd,edmond,2,35.609086,-97.468403,23
2011,207324,oklahoma christian university,32,ok,2501 e memorial rd,edmond,2,35.609042,-97.468312,21
2012,207324,oklahoma christian university,32,ok,2501 e memorial rd,edmond,2,35.609042,-97.468312,20
2013,207324,oklahoma christian university,32,ok,2501 e memorial rd,edmond,2,35.609042,-97.468312,27
2014,207324,oklahoma christian university,32,ok,2501 e memorial rd,edmond,2,35.609042,-97.468312,27
2015,207324,oklahoma christian university,32,ok,2501 e memorial rd,edmond,2,35.609042,-97.468312,20
2016,207324,oklahoma christian university,32,ok,2501 e memorial rd,edmond,2,35.609042,-97.468312,31
2017,207324,oklahoma christian university,32,ok,2501 e memorial rd,edmond,2,35.611412,-97.469526,35
2018,207324,oklahoma christian university,32,ok,2501 e memorial rd,edmond,2,35.611412,-97.469526,50
2019,207324,oklahoma christian university,32,ok,2501 e memorial rd,edmond,2,35.611412,-97.469526,37
2020,207324,oklahoma christian university,32,ok,2501 e memorial rd,edmond,2,35.611412,-97.469526,52
2021,207324,oklahoma christian university,32,ok,2501 e memorial rd,edmond,2,35.611412,-97.469526,49
2022,207324,oklahoma christian university,32,ok,2501 e memorial rd,edmond,2,35.611412,-97.469526,49
2023,207324,oklahoma christian university,32,ok,2501 e memorial rd,edmond,2,35.611412,-97.469526,46
2002,207342,university of oklahoma health sciences center,52,ok,1100 n lindsay,oklahoma city,1,35.475655,-97.50084,181
2003,207342,university of oklahoma health sciences center,52,ok,1100 n lindsay,oklahoma city,1,35.475655,-97.50084,182
2004,207342,university of oklahoma health sciences center,52,ok,1100 n lindsay,oklahoma city,1,35.475655,-97.50084,203
2005,207342,university of oklahoma health sciences center,52,ok,1100 n lindsay,oklahoma city,1,35.475655,-97.50084,246
